Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
1980-10-15,43.75,44.75,43.75,44.75,9700.0,0.0,1.0,3.4385875267156,3.5171838130405,3.4385875267156,3.5171838130405,77600.0
1980-10-16,44.75,47.12,43.88,44.25,19800.0,0.0,1.0,3.5171838130405,3.7034570116306,3.4488050439378,3.4778856698781,158400.0
1980-10-17,43.88,43.88,43.0,43.12,4200.0,0.0,2.0,6.8976100878757,6.8976100878757,6.7592806239438,6.7781437326618,16800.0
1980-10-20,43.12,43.12,42.62,43.12,7600.0,0.0,1.0,6.7781437326618,6.7781437326618,6.6995474463368,6.7781437326618,30400.0
1980-10-21,43.12,43.88,43.12,43.5,9000.0,0.0,1.0,6.7781437326618,6.8976100878757,6.7781437326618,6.8378769102687,36000.0
1980-10-22,43.5,43.75,43.0,43.0,7000.0,0.0,1.0,6.8378769102687,6.8771750534312,6.7592806239438,6.7592806239438,28000.0
1980-10-23,42.62,42.62,41.88,42.25,15900.0,0.0,1.0,6.6995474463368,6.6995474463368,6.5832249425759,6.6413861944564,63600.0
1980-10-24,42.25,43.12,41.0,43.12,31200.0,0.0,1.0,6.6413861944564,6.7781437326618,6.4448954786441,6.7781437326618,124800.0
1980-10-27,42.5,42.5,40.88,41.38,15900.0,0.0,1.0,6.6806843376189,6.6806843376189,6.4260323699261,6.504628656251,63600.0
1980-10-28,41.38,41.88,41.38,41.88,3700.0,0.0,1.0,6.504628656251,6.5832249425759,6.504628656251,6.5832249425759,14800.0
1980-10-29,41.88,42.5,41.75,41.88,9700.0,0.0,1.0,6.5832249425759,6.6806843376189,6.5627899081315,6.5832249425759,38800.0
1980-10-30,41.88,42.25,40.88,41.0,2900.0,0.0,1.0,6.5832249425759,6.6413861944564,6.4260323699261,6.4448954786441,11600.0
1980-10-31,41.0,41.0,40.5,41.0,12500.0,0.0,1.0,6.4448954786441,6.4448954786441,6.3662991923191,6.4448954786441,50000.0
1980-11-03,41.0,43.5,41.0,43.5,5000.0,0.0,1.0,6.4448954786441,6.8378769102687,6.4448954786441,6.8378769102687,20000.0
1980-11-05,45.0,47.0,45.0,45.0,45800.0,0.0,1.0,7.0736657692435,7.3880509145432,7.0736657692435,7.0736657692435,183200.0
1980-11-06,45.0,45.0,44.62,44.75,4700.0,0.0,1.0,7.0736657692435,7.0736657692435,7.0139325916366,7.034367626081,18800.0
1980-11-07,44.25,44.25,43.5,43.88,8900.0,0.0,1.0,6.9557713397561,6.9557713397561,6.8378769102687,6.8976100878757,35600.0
1980-11-10,44.12,44.38,44.12,44.12,6600.0,0.0,1.0,6.9353363053116,6.9762063742006,6.9353363053116,6.9353363053116,26400.0
1980-11-11,44.12,44.12,43.5,44.12,10400.0,0.0,1.0,6.9353363053116,6.9353363053116,6.8378769102687,6.9353363053116,41600.0
1980-11-12,44.62,45.12,44.62,45.0,43400.0,0.0,1.0,7.0139325916366,7.0925288779615,7.0139325916366,7.0736657692435,173600.0
1980-11-13,45.5,45.62,45.5,45.62,57700.0,0.0,1.0,7.1522620555684,7.1711251642864,7.1522620555684,7.1711251642864,230800.0
1980-11-14,45.62,46.0,45.0,46.0,24100.0,0.0,1.0,7.1711251642864,7.2308583418934,7.0736657692435,7.2308583418934,96400.0
1980-11-17,45.88,45.88,44.75,45.88,18100.0,0.0,1.0,7.2119952331754,7.2119952331754,7.034367626081,7.2119952331754,72400.0
1980-11-18,45.88,46.75,45.62,46.25,12300.0,0.0,1.0,7.2119952331754,7.3487527713807,7.1711251642864,7.2701564850558,49200.0
1980-11-19,46.62,47.5,46.62,47.0,29900.0,0.0,1.0,7.3283177369363,7.4666472008681,7.3283177369363,7.3880509145432,119600.0
1980-11-20,47.0,49.62,47.0,48.88,28500.0,0.0,1.0,7.3880509145432,7.7998954548858,7.3880509145432,7.6835729511249,114000.0
1980-11-21,50.12,51.38,50.12,51.25,22300.0,0.0,1.0,7.8784917412108,8.0765543827496,7.8784917412108,8.0561193483051,89200.0
1980-11-24,50.38,50.38,48.75,50.0,16700.0,0.0,1.0,7.9193618100997,7.9193618100997,7.6631379166805,7.8596286324928,66800.0
1980-11-25,50.75,52.5,50.75,52.38,47900.0,0.0,1.0,7.9775230619802,8.2526100641174,7.9775230619802,8.2337469553994,191600.0
1980-11-26,52.38,52.5,51.25,51.75,19500.0,0.0,1.0,8.2337469553994,8.2526100641174,8.0561193483051,8.13471563463,78000.0
1980-11-28,51.75,52.0,51.38,52.0,14700.0,0.0,1.0,8.13471563463,8.1740137777925,8.0765543827496,8.1740137777925,58800.0
1980-12-01,52.0,52.12,50.88,50.88,13600.0,0.0,1.0,8.1740137777925,8.1928768865105,7.9979580964246,7.9979580964246,54400.0
1980-12-02,50.0,50.0,45.5,46.75,25800.0,0.0,1.0,7.8596286324928,7.8596286324928,7.1522620555684,7.3487527713807,103200.0
1980-12-03,48.0,49.5,48.0,49.5,63400.0,0.0,1.0,7.5452434871931,7.7810323461678,7.5452434871931,7.7810323461678,253600.0
1980-12-04,49.5,49.62,48.75,48.88,13000.0,0.0,1.0,7.7810323461678,7.7998954548858,7.6631379166805,7.6835729511249,52000.0
